college_id,UG_fee,PG_fee
4664,"78,800","62,400"
4665,"65,100",--
4666,"89,400","81,000"
4667,"89,570","61,990"
4668,"34,000",--
4669,"75,000","35,000"
4670,"62,000",--
4671,"63,200",--
4672,"53,400",--
4673,"2,14,000","2,16,700"
4674,"1,46,100","34,050"
4675,"2,19,500","1,00,000"
4676,"2,01,400",--
4677,"1,35,636","1,35,125"
4678,"1,48,500","1,13,500"
4679,"1,05,000","85,000"
4680,"1,20,150","80,000"
4681,"1,18,000","73,000"
4682,"90,000",--
4683,"1,18,600","88,600"
4684,"1,22,010",--
4685,"1,05,000","83,000"
4686,"90,000","60,000"
4687,"80,700","94,700"
4688,"61,070",--
4689,"1,20,000","1,20,000"
4690,"55,000",--
4691,"1,19,000","1,15,000"
4692,"95,000",--
4693,"73,000","46,000"
4694,"2,96,000",--
4695,"84,200","90,200"
4696,"90,000",--
4697,"1,60,000","1,20,000"
4698,"74,700","96,200"
4699,"72,200","41,600"
4700,"1,20,000",--
4701,"1,69,750","1,03,750"
4702,"5,30,000","1,60,000"
4703,"1,00,266","70,500"
4704,"35,830","61,200"
4705,"66,200","2,840"
4706,--,--
4707,"1,80,000",--
4708,"49,000",--
4709,"60,000","30,600"
4710,--,--
4711,"2,49,300","67,500"
4712,"11,715",--
4713,"55,900",--
4714,--,--
4715,--,--
4716,"2,130","2,130"
4717,--,--
4718,--,--
4719,"2,130",--
4720,--,--
4721,--,--
4722,"2,130",--
4723,"2,130","2,130"
4724,"2,130","2,130"
4725,"2,130",--
4726,"2,330",--
4727,"4,500",--
4728,"2,130",--
4729,"2,130",--
4730,"96,300","27,500"
4731,"96,750","93,500"
4732,"1,60,000","80,000"
4733,"44,696","24,500"
4734,"82,197","16,160"
4735,"64,240",--
4736,"2,10,000",--
4737,"80,750","78,150"
4738,"3,94,000","30,355"
4739,"88,960","70,000"
4740,--,--
4741,"1,70,000",--
4742,"51,000","51,000"
4743,--,--
4744,"32,840",--
4745,"55,260",--
4746,--,--
4747,"7,225","7,225"
4748,--,--
4749,--,--
4750,"15,960",--
4751,"88,960","75,000"
4752,"30,386","39,186"
4753,"1,54,000","2,10,000"
4754,"1,29,000","2,19,000"
4755,"1,60,000","90,000"
4756,"86,144","29,186"
4757,"20,958",--
4758,"2,11,000",--
4759,"51,000","80,500"
4760,"26,558","58,708"
4761,"78,975","26,545"
4762,"1,31,440","35,240"
4763,"7,380","6,000"
4764,"39,900",--
4765,"26,420",--
4766,--,--
4767,"30,000",--
4768,"63,170",--
4769,"1,75,200","65,200"
4770,"77,610",--
4771,"21,000",--
4772,"68,000",--
4773,"53,000","1,35,000"
4774,"25,000",--
4775,"24,000",--
4776,--,--
4777,--,--
4778,"1,500",--
4779,--,--
4780,--,--
4781,"12,000",--
4782,--,--
4783,"26,000","75,000"
4784,"1,94,000",--
4785,"1,60,000","1,60,000"
4786,"1,30,000","1,70,000"
4787,"1,48,000","2,93,000"
4788,--,--
4789,"5,08,750","12,00,000"
4790,--,--
4791,--,--
4792,"1,20,000","60,000"
4793,"60,500","1,61,667"
4794,"4,00,000",--
4795,"6,00,000",--
4796,"1,28,000","2,07,000"
4797,--,--
4798,"92,550",--
4799,"16,000","1,00,000"
4800,"11,250",--
4801,"21,880",--
4802,"30,000","80,000"
4803,"1,60,000","61,200"
4804,--,--
4805,--,--
4806,--,--
4807,"18,000","9,000"
4808,"75,000","1,48,000"
4809,"15,000",--
4810,"5,500","6,600"
4811,"72,000",--
4812,"7,27,600","4,03,000"
4813,"2,73,000","30,000"
4814,"1,55,000","1,15,000"
4815,"2,32,000","64,000"
4816,"25,000","30,000"
4817,"1,95,000","1,00,000"
4818,--,--
4819,"90,000",--
4820,"60,000","1,75,000"
4821,"57,780",--
4822,--,--
4823,"16,530","19,050"
4824,"20,400","18,700"
4825,"80,150",--
4826,"78,232",--
4827,"61,600",--
4828,"63,000","1,30,000"
4829,"1,25,000",--
4830,"32,000","65,310"
4831,"33,200","56,200"
4832,"60,900",--
4833,"14,000","45,500"
4834,--,--
4835,"75,582",--
4836,--,--
4837,"50,000",--
4838,"68,000",--
4839,"39,441",--
4840,"20,95,000","9,50,000"
4841,"15,30,000","6,50,000"
4842,"1,76,320",--
4843,"2,93,000","75,000"
4844,"8,00,000",--
4845,"59,400","1,77,500"
4846,"44,500","1,03,000"
4847,"16,000","22,000"
4848,"62,000","48,000"
4849,"1,98,000","68,000"
4850,"1,70,000","3,03,000"
4851,"1,15,000","85,000"
4852,"2,70,000","60,000"
4853,"40,000","78,000"
4854,"1,21,200","1,89,700"
4855,"40,000","60,000"
4856,"80,000","1,35,000"
4857,--,--
4858,"1,40,000",--
4859,"22,000","30,000"
4860,"32,000",--
4861,"5,76,000","5,76,000"
4862,"4,72,000",--
4863,"14,300",--
4864,"2,850","30,000"
4865,"66,200","1,25,000"
4866,"28,640","23,720"
4867,"14,150",--
4868,"70,000","1,40,000"
4869,"94,556","2,56,540"
4870,"11,75,000","2,000"
4871,"1,73,000","74,123"
4872,"76,000","2,00,000"
4873,"1,05,000","45,000"
4874,"1,15,100","80,000"
4875,"73,000","45,000"
4876,"30,000","80,000"
4877,"88,600","43,600"
4878,"40,000","50,000"
4879,"50,000","90,000"
4880,"7,100","39,600"
4881,"40,000","72,700"
4882,"81,700",--
4883,"71,000",--
4884,--,--
4885,"45,000","1,25,000"
4886,"34,050","94,100"
4887,"43,350",--
4888,"83,000","1,20,000"
4889,"70,200",--
4890,"35,040",--
4891,"50,000",--
4892,"57,000","1,03,000"
4893,"35,800","85,000"
4894,"54,500","87,200"
4895,"50,000","70,000"
4896,"1,00,000","1,10,000"
4897,"57,049",--
4898,"78,071",--
4899,"58,500","78,080"
4900,"6,65,000","4,50,000"
4901,--,--
4902,"93,100",--
4903,"92,750","97,750"
4904,"60,000",--
4905,--,--
4906,"1,01,800",--
4907,"96,200","2,55,000"
4908,"68,000",--
4909,--,--
4910,"6,832","10,000"
4911,"10,450",--
4912,"9,268",--
4913,--,--
4914,"9,545",--
4915,--,--
4916,"2,42,800","67,500"
4917,"11,715","26,050"
4918,"19,900",--
4919,"6,050","30,000"
4920,--,--
4921,"6,644",--
4922,--,--
4923,"16,500","8,470"
4924,"93,100",--
4925,"7,335",--
4926,"25,875",--
4927,"25,660",--
4928,"1,05,000","1,95,000"
4929,"4,15,860","4,80,000"
4930,"1,32,000","3,10,000"
4931,--,--
4932,"34,355",--
4933,"29,900",--
4934,"1,66,000",--
4935,"28,000",--
4936,"31,820",--
4937,"82,000","72,000"
4938,"36,571","24,500"
4939,"24,000",--
4940,"35,116",--
4941,"91,050","1,27,450"
4942,"2,10,000",--
4943,"46,850","80,750"
4944,--,--
4945,"32,450",--
4946,"2,34,500",--
4947,--,--
4948,"60,000",--
4949,"89,186",--
4950,--,--
4951,--,--
4952,"1,10,000","3,01,550"
4953,"36,571",--
4954,"1,55,000",--
4955,"33,130","11,000"
4956,"30,350","18,150"
4957,"36,940","35,240"
4958,"9,560","52,380"
4959,"37,586","33,986"
4960,"70,000","67,000"
4961,--,--
4962,--,--
4963,"4,500",--
4964,"6,370","40,000"
4965,"7,160","15,000"
4966,"12,900",--
4967,"1,14,000","1,49,000"
4968,"12,000",--
4969,"10,000",--
4970,"1,00,000","1,00,000"
4971,"70,200",--
4972,"65,200",--
4973,"20,210","13,150"
4974,"21,000",--
4975,"76,000",--
4976,"50,000",--
4977,"7,180",--
4978,"14,230","40,000"
4979,--,--
4980,"62,000",--
4981,"2,00,000",--
4982,"24,670",--
4983,--,--
4984,--,--
4985,--,--
4986,"33,600","23,168"
4987,"29,100","29,100"
4988,"48,000","20,000"
4989,"1,595","1,00,000"
4990,"11,250",--
4991,"1,194",--
4992,"7,027","7,850"
4993,"1,65,700","56,300"
4994,"3,850","20,300"
4995,"30,000",--
4996,"13,200","12,970"
4997,"12,333",--
4998,"50,610",--
4999,--,--
5000,"25,010",--
5001,--,--
5002,"42,000",--
5003,--,--
5004,"3,448","6,620"
5005,"75,000",--
5006,--,--
5007,"64,000","64,000"
5008,--,--
5009,"4,400","2,400"
5010,--,--
5011,--,--
5012,--,--
5013,"2,525",--
5014,--,--
5015,"28,000",--
5016,"16,000","10,000"
5017,"1,365",--
5018,"14,669","22,165"
5019,"4,885","26,330"
5020,--,--
5021,"21,085","20,400"
5022,--,--
5023,"25,000","25,000"
5024,"45,300","40,300"
5025,"1,111","1,231"
5026,"36,000","76,000"
5027,"80,050",--
5028,"42,000","53,000"
5029,--,--
5030,"40,000","57,000"
5031,"45,000",--
5032,--,--
5033,"29,500","50,312"
5034,"33,200","37,200"
5035,"9,000","15,500"
5036,--,--
5037,--,--
5038,--,--
5039,--,--
5040,"12,000","28,000"
5041,--,--
5042,"19,900","30,900"
5043,"15,000","25,000"
5044,"21,000",--
5045,"43,500","47,400"
5046,"1,34,000","1,40,000"
5047,"13,800",--
5048,"48,000","48,000"
5049,"2,850","30,000"
5050,"27,200","37,000"
5051,"30,120","27,720"
5052,--,--
5053,"24,500","20,600"
5054,"2,350","2,850"
5055,"32,000","20,000"
5056,"1,28,000",--
5057,"21,000",--
5058,--,--
5059,"50,000","40,000"
5060,"58,000",--
5061,"7,000","11,000"
5062,"58,000",--
5063,"1,00,000",--
5064,"1,108",--
5065,"40,000",--
5066,"47,800","97,000"
5067,"4,035","40,750"
5068,"1,10,000",--
5069,"6,000",--
5070,"25,000","30,000"
5071,"5,000",--
5072,--,--
5073,"23,500",--
5074,"39,100","34,050"
5075,"1,11,100","1,51,500"
5076,"63,850","70,350"
5077,"54,000","62,000"
5078,"70,000","50,000"
5079,"61,400","75,800"
5080,"30,540","42,918"
5081,"1,51,500","89,486"
5082,"3,88,000",--
5083,"53,500","58,500"
5084,"65,000","60,000"
5085,"1,20,000","60,000"
5086,"84,223","74,123"
5087,"53,600","53,600"
5088,"60,000","37,000"
5089,"50,000","45,000"
5090,"25,000","60,000"
5091,"54,500","80,000"
5092,"40,000","52,000"
5093,"32,500","35,000"
5094,"30,000",--
5095,"1,10,000",--
5096,"40,000","65,000"
5097,"63,000","55,000"
5098,"89,486","1,29,886"
5099,"2,955",--
5100,"16,150",--
5101,"2,939",--
5102,"92,750","92,750"
5103,--,--
5104,--,--
5105,"31,400","30,600"
5106,--,--
5107,--,--
5108,"54,600",--
5109,"40,750",--
5110,"66,200","36,200"
5111,--,--
5112,"32,760",--
5113,"3,458",--
5114,"7,430",--
5115,--,--
5116,"21,960",--
5117,"2,780",--
5118,"5,338",--
5119,--,--
5120,--,--
5121,"67,000",--
5122,--,--
5123,--,--
5124,--,--
5125,"2,09,750","67,500"
5126,"11,715","11,715"
5127,"16,900","30,000"
5128,"27,800","30,000"
5129,"6,595",--
5130,--,--
5131,"2,814",--
5132,"37,200","22,900"
5133,"26,590","53,760"
5134,"87,060","55,530"
5135,"24,500",--
5136,"7,320","3,470"
5137,"12,700","12,000"
5138,"9,500","26,054"
5139,--,--
5140,"1,16,000",--
5141,"28,000",--
5142,"60,000",--
5143,"29,065","58,910"
5144,"70,000","80,000"
5145,"21,550","27,400"
5146,--,--
5147,"1,13,460",--
5148,"81,574",--
5149,--,--
5150,"50,850","46,850"
5151,"33,065",--
5152,--,--
5153,"24,700",--
5154,"2,000",--
5155,"21,000",--
5156,"52,000",--
5157,"80,000","60,000"
5158,--,--
5159,--,--
5160,--,--
5161,"6,000","4,880"
5162,"30,186","30,186"
5163,"1,20,000","67,000"
5164,"8,890",--
5165,--,--
5166,"6,300","2,500"
5167,"93,000","94,000"
5168,"14,090",--
5169,"65,200","55,200"
5170,"7,740",--
5171,"16,000",--
5172,"22,000",--
5173,--,--
5174,"2,300",--
5175,"5,660",--
5176,"5,000",--
5177,"9,480",--
5178,"5,540",--
5179,"4,745","1,500"
5180,"12,260",--
5181,--,--
5182,"11,080",--
5183,"6,000",--
5184,--,--
5185,"10,300",--
5186,"9,100",--
5187,--,--
5188,--,--
5189,--,--
5190,"12,970",--
5191,"1,390","2,660"
5192,"2,300",--
5193,"20,175",--
5194,"2,850",--
5195,--,--
5196,"2,790",--
5197,--,--
5198,--,--
5199,"95,000",--
5200,--,--
5201,--,--
5202,--,--
5203,"9,000","8,000"
5204,--,--
5205,"16,000","20,000"
5206,"2,400","4,400"
5207,"56,000",--
5208,--,--
5209,--,--
5210,--,--
5211,--,--
5212,--,--
5213,--,--
5214,"1,038",--
5215,"1,800","2,700"
5216,"1,339",--
5217,--,--
5218,--,--
5219,"1,500","3,000"
5220,"1,063",--
5221,--,--
5222,--,--
5223,"75,000","75,000"
5224,"1,111","1,231"
5225,"54,000","50,000"
5226,"42,000",--
5227,"96,000",--
5228,"45,000",--
5229,"32,000",--
5230,"24,200","31,200"
5231,"11,000","14,000"
5232,"83,500",--
5233,"20,000",--
5234,--,--
5235,"18,900","23,900"
5236,--,--
5237,"15,000",--
5238,"75,000","23,000"
5239,"15,000","17,000"
5240,--,--
5241,"6,000","11,000"
5242,--,--
5243,"4,100",--
5244,"1,730","7,852"
5245,--,--
5246,783,--
5247,--,--
5248,--,--
5249,"2,850","2,350"
5250,"49,100","32,300"
5251,"1,03,000","17,600"
5252,"2,350","2,850"
5253,"32,000","30,000"
5254,--,--
5255,"17,000",--
5256,--,--
5257,"40,000","50,000"
5258,"5,000","10,000"
5259,"6,000","9,000"
5260,"3,00,000","58,000"
5261,"76,000",--
5262,"1,06,000","36,000"
5263,745,"2,134"
5264,"50,000",--
5265,"46,800","42,200"
5266,"2,631","4,060"
5267,"1,10,000",--
5268,"6,000",--
5269,"12,000","20,000"
5270,"4,720",--
5271,--,--
5272,"28,020",--
5273,568,--
5274,"4,150","2,240"
5275,"3,180",--
5276,"27,500","3,060"
5277,"2,822",960
5278,"94,556",--
5279,"35,450","34,450"
5280,"45,000",--
5281,"75,800",--
5282,--,--
5283,"76,000",--
5284,"63,000",--
5285,"74,123",--
5286,"53,600",--
5287,"30,000","40,000"
5288,"40,000","45,000"
5289,"2,00,000","30,000"
5290,"44,400",--
5291,"56,000","65,000"
5292,"31,400","45,000"
5293,"30,000","50,000"
5294,--,--
5295,"63,000","55,000"
5296,"15,190",--
5297,--,--
5298,--,--
5299,"3,125",--
5300,"2,068",--
5301,"2,340",--
5302,"4,580",--
5303,"2,434",--
5304,"2,850",--
5305,"1,591",--
5306,--,--
5307,"60,000",--
5308,--,--
5309,"58,500",--
5310,--,--
5311,"29,510",--
5312,"4,536",--
5313,--,--
5314,"6,170",--
5315,--,--
5316,--,--
5317,"5,335",--
5318,--,--
5319,--,--
5320,"18,000","9,350"
5321,--,--
5322,"2,644",--
5323,--,--
5324,"2,635",--
5325,"6,480","14,780"
5326,"54,366",--
5327,"6,405","7,290"
5328,"5,970",--
5329,"36,380","35,680"
5330,"24,780",--
5331,"4,675",--
5332,"21,050",--
5333,"23,930","24,940"
5334,"8,410","9,975"
5335,"50,275",--
5336,"1,05,000","60,000"
5337,"21,985","21,970"
5338,"24,500",--
5339,"20,110","21,200"
5340,"20,110","21,200"
5341,"38,159","51,444"
5342,"46,850","38,850"
5343,"24,240","24,760"
5344,--,--
5345,--,--
5346,"35,000",--
5347,"24,745","21,970"
5348,"21,985","21,970"
5349,"15,690","16,775"
5350,"20,400","20,400"
5351,"32,000",--
5352,"36,000","30,000"
5353,"5,250","7,000"
5354,"8,890",--
5355,--,--
5356,"5,840",--
5357,"5,150",--
5358,"5,060",--
5359,"24,000","12,270"
5360,"18,150","30,350"
5361,"35,240",--
5362,"20,780","6,000"
5363,"50,186","39,186"
5364,"66,000","66,000"
5365,--,--
5366,"93,000","94,000"
5367,"14,090","11,090"
5368,"10,000",--
5369,"90,000","60,000"
5370,--,--
5371,"65,200","65,200"
5372,"16,918","10,386"
5373,"82,000",--
5374,"36,900","58,000"
5375,"62,000",--
5376,--,--
5377,--,--
5378,--,--
5379,--,--
5380,"4,080",--
5381,--,--
5382,"5,210","19,700"
5383,"6,257","12,500"
5384,"30,000",--
5385,"31,150",--
5386,"2,500",--
5387,--,--
5388,--,--
5389,"8,200","6,620"
5390,"1,858",--
5391,"2,400","4,400"
5392,--,--
5393,"23,168",--
5394,"20,000","25,000"
5395,"1,130",--
5396,"56,300",--
5397,"2,550",--
5398,"7,000",--
5399,"6,193",--
5400,"5,000","5,000"
5401,"72,000",--
5402,--,--
5403,"10,000","12,000"
5404,"2,524",--
5405,--,--
5406,--,--
5407,--,--
5408,--,--
5409,--,--
5410,--,--
5411,"2,700",--
5412,"1,263","1,178"
5413,"1,111","1,231"
5414,"28,000",--
5415,--,--
5416,"5,970","17,050"
5417,"20,400","18,200"
5418,"35,000","15,000"
5419,"40,300",--
5420,"50,000","50,000"
5421,"80,150",--
5422,"74,000",--
5423,"45,000","27,000"
5424,"17,700","20,200"
5425,"9,000","11,000"
5426,"2,80,000","2,80,000"
5427,"17,000",--
5428,"16,900","17,900"
5429,--,--
5430,"1,00,000",--
5431,"25,000",--
5432,--,--
5433,"6,000","5,000"
5434,--,--
5435,"3,300",--
5436,"1,780","1,852"
5437,--,--
5438,713,773
5439,--,--
5440,--,--
5441,"2,850","2,350"
5442,"24,300","32,300"
5443,"22,320","23,720"
5444,"58,000",--
5445,"2,350","2,850"
5446,"16,500",--
5447,--,--
5448,"7,455",--
5449,--,--
5450,"25,600","1,01,650"
5451,"30,000","40,000"
5452,--,--
5453,"40,000","30,000"
5454,"20,000","10,000"
5455,"33,400",--
5456,"3,00,000","53,000"
5457,"71,000",--
5458,"1,06,000","33,000"
5459,"40,000",--
5460,"47,300","40,800"
5461,"1,10,000",--
5462,"25,000",--
5463,"12,000","18,000"
5464,"4,720",--
5465,--,--
5466,--,--
5467,"8,450","30,420"
5468,568,--
5469,"2,680","4,450"
5470,"23,500","23,500"
5471,"1,11,100","1,51,500"
5472,"25,350","34,450"
5473,"42,000","38,000"
5474,"50,000",--
5475,"1,11,100","94,556"
5476,"73,000","40,000"
5477,"60,000","40,000"
5478,"28,600","33,600"
5479,"65,000","20,000"
5480,"35,000","10,000"
5481,"25,000","20,000"
5482,"60,000",--
5483,"60,000",--
5484,--,--
5485,"25,000","36,000"
5486,"73,000",--
5487,"2,955",--
5488,"15,190",--
5489,"4,219",--
5490,--,--
5491,"3,125",--
5492,"2,144",--
5493,"2,160",--
5494,--,--
5495,--,--
5496,"5,800","6,480"
5497,"2,434",--
5498,"2,850",--
5499,"1,576","1,586"
5500,--,--
5501,"81,750","92,750"
5502,--,--
5503,--,--
5504,"40,750",--
5505,"52,200","36,200"
5506,--,--
5507,"28,560",--
5508,"4,382",--
5509,"7,290",--
5510,--,--
5511,"6,170",--
5512,"2,530",--
5513,"5,028",--
5514,"43,000",--
5515,--,--
5516,--,--
5517,--,--
5518,"36,500","31,300"
5519,--,--
5520,"67,500","1,08,750"
5521,"26,050","11,715"
5522,"3,000","12,900"
5523,"9,350","4,750"
5524,--,--
5525,--,--
5526,"2,644",--
5527,--,--
5528,"2,450",--
5529,"12,185",--
5530,"20,040","20,060"
5531,"37,430","20,250"
5532,"16,670","22,000"
5533,"16,670","18,400"
5534,"8,100","8,100"
5535,"27,731",--
5536,"70,000",--
5537,"23,500",--
5538,"37,396","12,787"
5539,"17,350","19,880"
5540,"6,000","2,000"
5541,"20,267","1,450"
5542,--,--
5543,"62,000","72,000"
5544,--,--
5545,"24,000",--
5546,--,--
5547,"20,425","20,250"
5548,"21,985","20,250"
5549,"1,44,000",--
5550,"16,190","17,450"
5551,"19,600","22,400"
5552,"7,130","9,780"
5553,"7,225",--
5554,"10,000",--
5555,"30,000","30,000"
5556,"1,10,250",--
5557,"90,000","67,000"
5558,"1,00,000","90,000"
5559,--,--
5560,500,--
5561,--,--
5562,"30,000",--
5563,--,--
5564,"1,30,000","70,000"
5565,"1,01,000","1,76,000"
5566,"15,000",--
5567,"46,040","17,960"
5568,"21,000",--
5569,--,--
5570,"1,09,950","45,000"
5571,--,--
5572,"41,500",--
5573,--,--
5574,"30,700","50,000"
5575,"20,000",--
5576,"1,630",--
5577,--,--
5578,"33,410",--
5579,"1,88,000",--
5580,"49,600","36,600"
5581,"1,00,000","20,000"
5582,"63,000",--
5583,"60,000",--
5584,"2,80,000",--
5585,--,--
5586,"1,12,500","44,000"
5587,--,--
5588,"36,650","1,06,900"
5589,"3,30,000","90,000"
5590,"1,57,460",--
5591,"90,000",--
5592,"66,376",--
5593,"1,57,460",--
5594,"85,500","43,500"
5595,"60,847",--
5596,"43,600","43,600"
5597,"41,000","63,000"
5598,"60,000",--
5599,"65,000",--
5600,"69,650",--
5601,"70,000","35,000"
5602,"67,500",--
5603,"1,10,000",--
5604,"60,000",--
5605,"62,000",--
5606,"53,676",--
5607,"1,06,900",--
5608,--,--
5609,--,--
5610,--,--
5611,--,--
5612,"1,06,900",--
5613,"5,000",--
5614,"12,000",--
5615,"30,000",--
5616,"1,22,460","29,770"
5617,"3,00,000","29,900"
5618,"1,07,020",--
5619,"94,000","94,000"
5620,--,--
5621,"50,850","50,000"
5622,--,--
5623,"3,26,000","1,48,000"
5624,"50,000",--
5625,"13,150","19,590"
5626,"32,380",--
5627,--,--
5628,"32,377",--
5629,"47,000",--
5630,"63,000",--
5631,"70,200",--
5632,--,--
5633,--,--
5634,"1,500",--
5635,--,--
5636,"4,535",--
5637,"7,450","35,220"
5638,--,--
5639,--,--
5640,"29,100","23,440"
5641,"13,000","11,620"
5642,"25,010",--
5643,--,--
5644,"1,30,000",--
5645,"15,000",--
5646,"1,00,000","80,000"
5647,"1,650",--
5648,"60,000","25,000"
5649,"1,000",--
5650,"1,000",--
5651,--,--
5652,--,--
5653,--,--
5654,--,--
5655,--,--
5656,--,--
5657,--,--
5658,"19,160","27,406"
5659,--,--
5660,--,--
5661,"5,000",--
5662,"13,440",--
5663,"29,150","24,200"
5664,--,--
5665,"3,585",--
5666,"13,500","15,500"
5667,"20,000","58,000"
5668,"24,500","59,600"
5669,"36,000","36,000"
5670,"70,000","60,000"
5671,"1,28,000","1,15,000"
5672,"60,000","50,000"
5673,"91,000",--
5674,--,--
5675,"1,10,000",--
5676,"10,000",--
5677,--,--
5678,"22,000",--
5679,--,--
5680,"49,600","61,400"
5681,"26,376","48,218"
5682,"1,13,626","1,32,310"
5683,"1,03,500","83,500"
5684,"75,000","72,500"
5685,"70,000","80,000"
5686,"1,17,274",--
5687,"42,918","48,218"
5688,"22,300",--
5689,--,--
5690,"75,000","65,000"
5691,"75,000","72,500"
5692,"31,400","30,600"
5693,"3,930",--
5694,--,--
5695,"40,566","34,283"
5696,"34,923",--
5697,"70,000",--
5698,--,--
5699,"90,000","57,000"
5700,--,--
5701,"90,000","1,10,000"
5702,"14,066","56,124"
5703,--,--
5704,"25,000","25,000"
5705,"17,500",--
5706,"22,000","17,670"
5707,"1,29,950",--
5708,"80,500","1,10,500"
5709,"11,235",--
5710,"20,000",--
5711,"27,075",--
5712,"4,000","20,500"
5713,"70,000",--
5714,--,--
5715,--,--
5716,--,--
5717,"90,000","1,10,000"
5718,"11,850",--
5719,--,--
5720,"24,000","24,000"
5721,--,--
5722,--,--
5723,"42,000",--
5724,--,--
5725,"12,500",--
5726,--,--
5727,"5,500",--
5728,"3,79,000","37,80,000"
5729,"20,000",--
5730,--,--
5731,"3,000","1,000"
5732,"3,000","3,000"
5733,"1,92,500",--
5734,--,--
5735,"9,700","1,600"
5736,--,--
5737,"61,500","82,30,000"
5738,"26,50,000","11,50,000"
5739,279,279
5740,"2,87,050",--
5741,--,--
5742,--,--
5743,"6,000","6,000"
5744,"1,628","2,027"
5745,"12,000",--
5746,"28,200","23,200"
5747,"15,600",--
5748,"20,100",500
5749,"13,000",--
5750,"45,200","24,200"
5751,"12,000",--
5752,"22,900",--
5753,"8,000",--
5754,"3,165","10,310"
5755,"52,500","75,000"
5756,"42,000","26,000"
5757,--,--
5758,"15,980",--
5759,--,--
5760,--,--
5761,--,--
5762,"8,200",--
5763,"17,600",--
5764,"21,000",--
5765,"50,000","50,000"
5766,--,--
5767,"50,000",--
5768,"50,000",--
5769,--,--
5770,--,--
5771,--,--
5772,--,--
5773,"7,13,156",--
5774,--,--
5775,"2,350","2,850"
5776,"3,000",--
5777,"44,500","49,600"
5778,"15,000",--
5779,"1,53,000","50,000"
5780,"75,000",--
5781,"40,000",--
5782,"26,000",--
5783,"93,000",--
5784,"60,000","79,000"
5785,"38,300",--
5786,--,--
5787,"30,000","30,000"
5788,--,--
5789,"26,000",--
5790,"45,000",--
5791,"1,500","1,500"
5792,--,--
5793,--,--
5794,--,--
5795,--,--
5796,"1,30,000","24,000"
5797,"30,000","42,000"
5798,--,--
5799,"19,500","14,500"
5800,--,--
5801,"1,693",--
5802,"36,000","36,000"
5803,--,--
5804,"1,76,750",--
5805,"73,500","91,500"
5806,"70,000",--
5807,"2,60,000",--
5808,"1,09,623",--
5809,"88,600",--
5810,"45,000",--
5811,"74,700",--
5812,"93,875",--
5813,"13,000","39,000"
5814,"76,500","28,900"
5815,"65,000",--
5816,"60,000",--
5817,"60,000",--
5818,"60,000",--
5819,"60,000",--
5820,"1,13,500","1,72,500"
5821,--,--
5822,"39,000","13,05,000"
5823,"35,625","25,000"
5824,--,--
5825,"18,500","67,000"
5826,--,--
5827,"1,00,060",--
5828,"1,10,000",--
5829,"2,130",--
5830,"3,470","3,470"
5831,"25,000","22,000"
5832,"53,800","95,800"
5833,"2,575",--
5834,"23,510",--
5835,--,--
5836,"85,000",--
5837,"70,000","80,000"
5838,--,--
5839,"32,840",--
5840,"6,000","4,820"
5841,"1,55,000","1,20,000"
5842,"1,20,000","95,000"
5843,"1,50,000","1,60,000"
5844,"21,000","3,000"
5845,"1,23,350","1,10,150"
5846,"41,545",--
5847,"1,20,500","1,00,500"
5848,--,--
5849,"1,90,000","1,90,000"
5850,"4,75,000","2,50,000"
5851,--,--
5852,"20,000",--
5853,--,--
5854,"80,000","1,00,000"
5855,--,--
5856,--,--
5857,"64,500",--
5858,"1,10,000","1,00,000"
5859,"69,500",--
5860,--,--
5861,--,--
5862,"1,06,000","96,000"
5863,"1,00,000","2,25,000"
5864,"1,19,250","1,33,500"
5865,"25,000","25,000"
5866,"26,200","51,850"
5867,"25,000","1,10,000"
5868,"55,000","71,900"
5869,"75,200","2,50,600"
5870,"74,800","1,13,800"
5871,"39,550","61,500"
5872,"75,800","80,000"
5873,"68,900","92,900"
5874,--,--
5875,"71,900","55,500"
5876,"63,530",--
5877,"65,150","1,04,640"
5878,"41,650",--
5879,"30,295",--
5880,"1,10,250","1,10,250"
5881,"58,800","72,400"
5882,"75,800","80,000"
5883,"71,900","55,500"
5884,"71,900","55,500"
5885,"35,950","55,500"
5886,"71,900","55,550"
5887,"2,65,000","75,000"
5888,"1,25,500","1,03,000"
5889,"65,000","1,00,000"
5890,"1,15,000","1,15,000"
5891,"90,000","80,000"
5892,"1,07,000",--
5893,"95,000","95,000"
5894,"98,000",--
5895,"1,00,000","90,000"
5896,--,--
5897,"1,00,000",--
5898,--,--
5899,"14,500",--
5900,--,--
5901,"75,000",--
5902,"1,48,168","1,41,320"
5903,"1,09,100","1,75,500"
5904,"1,20,000","80,000"
5905,"1,73,000","1,23,510"
5906,"1,28,600","1,13,600"
5907,"80,000","88,000"
5908,"30,000",--
5909,"84,800","94,900"
5910,"1,10,000","90,000"
5911,"88,200","94,500"
5912,"80,000","45,000"
5913,"59,000",--
5914,"74,100",--
5915,"74,100","1,45,100"
5916,"2,88,000","2,54,000"
5917,--,--
5918,--,--
5919,"51,700","1,44,200"
5920,"72,000","1,27,000"
5921,--,--
5922,"2,89,990","75,000"
5923,"8,220",--
5924,"67,000",--
5925,"17,800",--
5926,"29,400","15,665"
5927,"2,575",--
5928,"60,000",--
5929,"93,960","85,000"
5930,"15,665","28,825"
5931,--,--
5932,"28,350",--
5933,"7,225",--
5934,--,--
